"","Longitude","Latitude","IsoTime","Yield","SWATHWIDTH","Swaths","DISTANCE","Heading","WetMass","Moisture"
"1",3226.28625434851,1.4446629440238,"2015-10-12T16:45:12.007Z",243.57300817,5,7,2.0963157,354.82153198,13911.13500607,16.66
"2",3226.19848741192,2.17289122264427,"2015-10-12T16:45:13.002Z",244.59575626,5,7,2.42439969,355.45153198,13969.54700727,16.66
"3",3226.14693126428,3.21364421946681,"2015-10-12T16:45:13.999Z",213.35166293,5,7,3.44146006,357.51153198,12185.10954506,16.66
"4",3226.15366563934,4.56846970347418,"2015-10-12T16:45:15.000Z",167.82550982,5,7,4.45852043,359.33153198,9584.98374757,16.66
"5",3226.12739075319,5.83504478867195,"2015-10-12T16:45:16.011Z",193.05660714,5,7,4.16324484,359.54153198,11026.00220776,16.66
"6",3226.13092350012,7.14817767046956,"2015-10-12T16:45:17.008Z",173.82182404,5,7,4.32728683,359.19153198,9927.4500051,16.66
"7",3226.17707019027,8.46252738460686,"2015-10-12T16:45:18.009Z",202.31720503,5,7,4.32728683,0.21093749,11554.9008256,16.66
"8",3226.18137573858,9.89587049065334,"2015-10-12T16:45:19.001Z",186.51372415,5,7,4.72098762,0.09093749,10652.31987987,16.66
"9",3226.12639717719,11.2920556262691,"2015-10-12T16:45:19.999Z",222.7423991,5,7,4.58975402,359.60934448,12721.44072469,16.66
"10",3226.02880470395,12.8217214146109,"2015-10-12T16:45:21.001Z",172.61810057,5,7,5.04907161,358.46934448,9858.70199473,16.66
"11",3226.01080972974,14.3225238788473,"2015-10-12T16:45:22.001Z",165.97379779,5,7,4.95064641,358.76934448,9479.22729964,16.66
"12",3225.97327416914,15.6933842048525,"2015-10-12T16:45:22.999Z",208.87635063,5,7,4.52413722,358.48934448,11929.51195639,16.66
"13",3225.94865527699,17.0771835355072,"2015-10-12T16:45:24.004Z",223.11609824,5,7,4.55694562,358.61934448,12742.78372631,16.66
"14",3225.88363044512,18.4677287031296,"2015-10-12T16:45:25.003Z",226.75273102,5,7,4.58975402,358.40934448,12777.23651734,15.53
"15",3225.85580999072,19.8999660627837,"2015-10-12T16:45:26.000Z",176.0473362,5,7,4.72098762,358.83934448,9920.05010337,15.53
"16",3225.9006318747,21.4030910051721,"2015-10-12T16:45:27.007Z",158.77717181,5,7,4.95064641,359.51934448,8946.89765627,15.53
"17",3225.96587752513,23.0140401884758,"2015-10-12T16:45:28.001Z",150.37839181,5,7,5.3115388,0.34374997,8473.63676998,15.53
"18",3226.01489455833,24.6263163180548,"2015-10-12T16:45:29.005Z",143.15767574,5,7,5.3115388,0.70374997,8066.75833166,15.53
"19",3226.05066371801,26.213267415647,"2015-10-12T16:45:30.007Z",139.13038272,5,7,5.245922,0.46374997,7839.82534055,15.53
"20",3226.03807824679,27.842131663133,"2015-10-12T16:45:31.007Z",140.68085508,5,7,5.3771556,0.01374997,7927.19254456,15.53
"21",3226.02405760483,29.5258480321595,"2015-10-12T16:45:32.006Z",127.4109636,5,7,5.54119759,359.62496948,7179.45053848,15.53
"22",3226.02052486889,31.2357742209172,"2015-10-12T16:45:33.002Z",119.89308455,5,7,5.63962279,0.10156249,6755.82733284,15.53
"23",3226.03035033966,33.0051971103442,"2015-10-12T16:45:33.996Z",115.03342688,5,7,5.83647318,0.08156249,6481.99162169,15.53
"24",3226.03255831335,34.7005254167347,"2015-10-12T16:45:34.999Z",112.9833143,5,7,5.57400599,0.02156249,6366.47030799,15.53
"25",3226.01831687324,36.3927571660008,"2015-10-12T16:45:36.005Z",88.81046071,5,7,5.57400599,359.74215698,5004.35984414,15.53
"26",3225.98619085956,38.1833025308762,"2015-10-12T16:45:37.006Z",90.21440804,5,7,5.90208998,359.65215698,5083.47054326,15.53
"27",3225.97603416959,40.0867591831385,"2015-10-12T16:45:38.002Z",95.98367,5,7,6.26298237,359.52215698,5408.56133426,15.53
"28",3225.94821370422,42.0377691206596,"2015-10-12T16:45:39.004Z",113.0629866,5,7,6.42702436,359.56215698,6370.95974354,15.53
"29",3225.94942810034,43.9873414455656,"2015-10-12T16:45:40.005Z",107.8984381,5,7,6.42702436,359.75215698,6042.03357265,14.79
"30",3225.93606987167,45.9468667641121,"2015-10-12T16:45:40.999Z",136.1969041,5,7,6.45983276,359.90215698,7626.67450541,14.79
"31",3225.95715602944,47.9228698996141,"2015-10-12T16:45:42.003Z",147.7910673,5,7,6.52544956,0.32031247,8275.91766878,14.79
"32",3225.99436038339,49.931275469339,"2015-10-12T16:45:43.007Z",142.48702665,5,7,6.62387476,0.30031247,7978.90510562,14.79
"33",3226.01279696176,52.0068085326026,"2015-10-12T16:45:44.000Z",152.80882733,5,7,6.85353355,0.30031247,8556.89925793,14.79
"34",3225.9751509911,54.061771910714,"2015-10-12T16:45:45.006Z",148.13767787,5,7,6.78791675,359.75778198,8295.32696497,14.79
"35",3225.93485545358,56.1443824877946,"2015-10-12T16:45:45.998Z",158.81349157,5,7,6.85353355,359.09778198,8893.14493081,14.79
"36",3225.88340965951,58.3075020178338,"2015-10-12T16:45:46.999Z",157.293581,5,7,7.11600074,359.20778198,8808.03386843,14.79
"37",3225.85470602506,60.4739392043,"2015-10-12T16:45:48.003Z",168.16645262,5,7,7.14880914,359.31778198,9416.88656854,14.79
"38",3225.83582785196,62.6175950926048,"2015-10-12T16:45:49.003Z",177.32481041,5,7,7.05038394,359.44778198,9929.73092676,14.79
"39",3225.82732716541,64.7655640159861,"2015-10-12T16:45:50.004Z",189.09330528,5,7,7.08319234,359.85778198,10588.73621277,14.79
"40",3225.8114297564,66.9128692957152,"2015-10-12T16:45:51.009Z",185.2195992,5,7,7.08319234,359.84778198,10371.81868754,14.79
"41",3225.76329592208,69.0737769133623,"2015-10-12T16:45:52.008Z",181.71458401,5,7,7.11600074,359.48778198,10175.54689889,14.79
"42",3225.72664356194,71.2377810551308,"2015-10-12T16:45:53.006Z",172.56425107,5,7,7.14880914,359.23778198,9663.15191131,14.79
"43",3225.69208876544,73.4208065260899,"2015-10-12T16:45:54.009Z",173.84547541,5,7,7.18161754,359.11778198,9734.89716214,14.79
"44",3225.61624486482,75.592994204663,"2015-10-12T16:45:55.010Z",169.78532795,5,7,7.14880914,358.71778198,9519.85921906,15.11
"45",3225.58919720083,77.7588785678302,"2015-10-12T16:45:56.007Z",171.86171247,5,7,7.14880914,359.25778198,9636.28204901,15.11
"46",3225.59339238301,79.8443647889626,"2015-10-12T16:45:57.005Z",168.87796919,5,7,6.88634195,359.80778198,9468.98363528,15.11
