"","Longitude","Latitude","Yield","SWATHWIDTH","Swaths","DISTANCE","Heading","WetMass","Moisture"
"1",283.948437058463,19.4417237101458,19.73767834,5,7,2.8261517,83.91624237,1184.45467751,11.25
"2",285.151462148573,19.5922312577463,25.29811524,5,7,2.8917685,83.42624237,1518.13553825,11.25
"3",286.360456501728,19.7025961427286,16.4437749,5,7,2.8917685,83.28624237,986.78809986,11.25
"4",287.57144060609,19.8302124466782,14.85225054,5,7,2.92457689,83.10624237,891.28099676,11.25
"5",288.841343447361,19.9410197208474,14.96253876,5,7,3.05581049,83.14624237,897.89937388,11.25
"6",290.092896348444,20.0583515517137,16.36123801,5,7,2.99019369,83.10624237,981.83507517,11.25
"7",291.338148383796,20.1593166744109,10.55070489,5,7,2.99019369,83.19624237,633.14598305,11.25
"8",292.580194709744,20.2854953704591,17.43159938,5,7,2.99019369,83.05624237,1046.06727635,11.25
"9",293.80919711862,20.4024954536344,18.55261119,5,7,2.95738529,83.05624237,1113.33900199,11.25
"10",295.080647533341,20.5107592699066,17.95504651,5,7,3.05581049,83.20624237,1077.47924865,11.25
"11",296.363373198093,20.6358321159594,18.65253776,5,7,3.08861889,83.06624237,1119.33557834,11.25
"12",297.632612779012,20.7335902201594,19.96490231,5,7,3.02300209,83.10624237,1198.09034886,11.25
"13",298.899530984048,20.8389787860553,17.54491415,5,7,3.02300209,83.16624237,1052.86727627,11.25
"14",300.155063395399,20.9709079584976,11.55742534,5,7,3.02300209,83.06624237,707.96247887,14.77
"15",301.391251012951,21.0864704125559,19.99267766,5,7,2.95738529,82.99624237,1224.67290219,14.77
"16",302.595713157992,21.197277663938,15.95433271,5,7,2.8917685,82.95624237,977.29975275,14.77
"17",303.623640248732,21.3048779078235,22.71184142,5,7,2.46525931,82.88624237,1391.23819333,14.77
"18",304.653225431442,21.4831424756713,23.89284272,5,7,2.53087611,82.02624237,1463.58169395,14.77
"19",305.773012592405,21.7875855399839,25.22450915,5,7,2.8589601,80.24624237,1545.15434825,14.77
"20",306.879424244608,22.0536553530599,12.49402656,5,7,2.7605349,78.91624237,765.33499039,14.77
"21",307.969475737677,22.3248121597201,4.59792783,5,7,2.7277265,77.78624237,281.65099801,14.77
"22",309.13071609486,22.4908019254905,4.75478328,5,7,2.8261517,77.94624237,291.25934693,14.77
"23",310.269737575088,22.6824475540071,7.53665241,5,7,2.7933433,77.68624237,461.66572286,14.77
"24",311.522285351774,22.8974268585783,13.92522206,5,7,3.05581049,77.45624237,853.00440518,14.77
"25",312.744876352837,23.068061251533,15.60034696,5,7,2.95738529,77.67624237,955.61597671,14.77
"26",314.016105672396,23.3187597967392,14.92399374,5,7,3.12142729,77.20624237,914.18523499,14.77
"27",315.320276424236,23.5271040021233,24.03327639,5,7,3.18704409,77.24624237,1472.18410872,14.77
"28",316.803414157769,23.8286721712237,28.85382703,5,7,3.67917007,76.85624237,1767.47210597,14.77
"29",318.25935863633,24.0374588317987,26.61129536,5,7,3.54793647,77.31624237,1709.11200463,18.71
"30",319.711434179694,24.1774610657079,31.4065987,5,7,3.48231968,78.31624237,2017.09064262,18.71
"31",321.21867004329,24.2208112662116,42.7129163,5,7,3.58074487,80.15624237,2743.23955318,18.71
"32",322.735523055523,24.228773895981,42.08866136,5,7,3.61355327,81.86624237,2703.14674334,18.71
"33",324.236126472696,24.1622016116899,34.24191893,5,7,3.58074487,84.08624237,2199.18925073,18.71
"34",325.652386621582,24.0418844979165,28.53259054,5,7,3.38389448,86.31624237,1832.50729998,18.71
"35",326.974796861068,23.968676848851,37.65305613,5,7,3.15423569,87.74624237,2418.26973715,18.71
"36",328.319647039682,23.8920409870878,38.47792107,5,7,3.21985249,88.97624237,2471.24673635,18.71
"37",329.738891780818,23.8091016850375,39.89512659,5,7,3.38389448,90.05624237,2562.26684422,18.71
"38",331.160568405362,23.7280422574968,29.41634334,5,7,3.38389448,90.81624237,1889.26637564,18.71
"39",332.568980017672,23.6633494941225,30.97920485,5,7,3.35108608,91.21624237,1989.64124799,18.71
"40",333.975843990554,23.6144704860252,27.53707098,5,7,3.35108608,91.42624237,1768.56999821,18.71
"41",335.406584966921,23.6026377635446,30.75937242,5,7,3.41670288,91.36624237,1975.52249678,18.71
"42",336.840642171212,23.6058447050372,21.38151497,5,7,3.41670288,91.13624237,1373.22905264,18.71
"43",338.255575620313,23.6606952289342,26.51258413,5,7,3.38389448,90.42624237,1702.77226989,18.71
"44",339.668850977446,23.7037131403572,30.45497196,5,7,3.35108608,90.10624237,1875.01171106,15.2
"45",341.088979931144,23.7287055305084,30.15969713,5,7,3.38389448,89.81624237,1856.83261812,15.2
"46",342.516736260279,23.7738245892176,23.83801389,5,7,3.38389448,89.52624237,1467.62752786,15.2
"47",343.986166780258,23.8249152635181,30.9709862,5,7,3.48231968,89.10624237,1906.7809981,15.2
