"","Timestamp","LonM","LatM","Moisture","DISTANCE","VRYIELDVOL"
"3","2018-11-02T15:01:21.997Z",218.911967241578,41.3218915847925,14.83,1.154998,114.01425461
"4","2018-11-02T15:01:22.997Z",218.816680127226,41.9803211424644,14.83,2.17205837,57.06086332
"5","2018-11-02T15:01:23.998Z",218.741511620797,42.8637933831424,14.83,2.92665154,39.99602627
"6","2018-11-02T15:01:25.002Z",218.666895830592,43.7515784819279,14.83,2.92665154,35.99642365
"7","2018-11-02T15:01:25.996Z",218.595927908091,44.9862721336103,14.83,4.07494551,25.85285831
"8","2018-11-02T15:01:27.000Z",218.555670215629,46.3810034576835,14.83,4.59983305,51.28694329
"9","2018-11-02T15:01:28.006Z",218.518749206019,47.7461886931146,14.83,4.50140785,95.95666575
"10","2018-11-02T15:01:29.010Z",218.505815789627,49.1244230799273,14.78,4.53421625,105.39998901
"11","2018-11-02T15:01:30.004Z",218.4938772571,50.5033209911691,14.78,4.53421625,130.59441399
"12","2018-11-02T15:01:31.012Z",218.47972788952,51.9145100343656,14.78,4.66544985,137.06305304
"13","2018-11-02T15:01:32.014Z",218.496640794238,53.3672794509466,14.78,4.79668344,141.3458633
"14","2018-11-02T15:01:33.006Z",218.507916066668,54.8436036991364,14.78,4.86230024,160.29143911
"15","2018-11-02T15:01:34.010Z",218.536325323707,56.2846509896212,14.78,4.76387505,148.42060325
"16","2018-11-02T15:01:35.002Z",218.563297548095,57.6957294455438,14.78,4.66544985,158.07179397
"17","2018-11-02T15:01:36.005Z",218.583968881669,59.0756226273211,14.78,4.53421625,152.95651724
"18","2018-11-02T15:01:37.005Z",218.589938144005,60.4913457031729,14.81,4.66544985,121.56017603
"19","2018-11-02T15:01:38.002Z",218.595023075777,61.9373693651937,14.81,4.76387505,111.38649989
"20","2018-11-02T15:01:39.011Z",218.5892749059,63.4267427726227,14.81,4.89510864,138.77988078
"21","2018-11-02T15:01:40.012Z",218.593696572861,64.8811709794538,14.81,4.79668344,141.62756444
